startDayHour,externalServiceName,externalServiceCall,requestUrl,numSamples,maxDuration,duration_P50,duration_P75,duration_P95,duration_P99
2017-08-31,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2148,13450.48,1031.287,1779.648,3333.825,4999.574
2017-09-01,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1613,6622.418,1016.335,1708.412,2937.737,4109.458
2017-09-04,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1489,32771.7,1029.757,1922.523,4593.76,10360.66
2017-09-05,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3141,16088.12,918.788,1593.788,3126.181,4901.321
2017-09-06,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3222,15890.74,953.0944,1628.957,3030.274,5028.779
2017-09-07,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2478,23889.94,938.3147,1636.395,3053.544,4940.03
2017-09-08,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2326,30641.56,935.969,1594.494,2862.814,4615.834
2017-09-11,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3299,13143.4,937.5112,1614.851,2964.599,4768.844
2017-09-12,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,4744,10891.52,874.9914,1608.218,3049.095,5344.094
2017-09-13,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2794,60199.53,921.8756,1686.141,3721.64,42363.52
2017-09-14,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2367,60009.86,986.2976,1752.475,3344.791,6399.25
2017-09-15,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2116,60013.48,890.7407,1515.683,3156.4,8170.642
2017-09-18,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2912,10314.23,937.5222,1640.64,2978.818,4389.271
2017-09-19,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3403,9593.818,860.5824,1546.973,2919.629,4640.112
2017-09-20,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2514,15166.1,935.8807,1624.73,3213.82,4935.65
2017-09-21,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2389,19195.89,980.0463,1701.975,3324.573,5725.873
2017-09-22,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1798,24404.53,1007.284,1796.865,3406.266,6970.515
2017-09-25,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2923,60407.53,970.0093,1685.078,3140.647,5284.63
2017-09-26,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2930,15625.17,953.1664,1703.245,3328.124,5901.913
2017-09-27,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2807,13178.33,953.142,1679.517,3171.882,5399.667
2017-09-28,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2723,10768.19,1018.691,1781.24,3277.014,4889.876
2017-09-29,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1936,16146.34,1046.088,1770.257,3351.773,6860.398
2017-10-02,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3072,13569.05,1042.763,1718.744,3480.744,6156.634
2017-10-03,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2812,9984.402,904.318,1497.951,3109.46,5140.716
2017-10-04,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2409,100585.2,875.0056,1437.583,3106.903,6116.008
2017-10-05,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2476,18520.83,968.9015,1623.604,3089.417,6310.164
2017-10-06,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1967,19228.47,954.1241,1578.151,2943.131,5611.536
2017-10-09,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2545,19234.72,937.5066,1703.236,3187.573,5612.046
2017-10-10,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2542,31598.47,935.5338,1546.875,2943.486,5062.107
2017-10-11,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2658,138511.3,905.4014,1540.91,3015.601,5632.999
2017-10-12,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2212,19191.2,862.0368,1515.725,2656.143,4904.426
2017-10-13,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1511,12409.48,953.141,1656.261,3128.134,5353.768
2017-10-16,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2513,12112.89,905.6901,1549.048,2928.482,5014.321
2017-10-17,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2023,19599.39,1015.457,1656.935,3140.616,5352.791
2017-10-18,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1919,11290.67,950.2063,1654.187,3081.485,5745.038
2017-10-19,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2274,14121.98,920.2842,1641.842,3064.765,4996.111
2017-10-20,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2001,8325.146,905.9369,1672.307,3265.627,5109.656
2017-10-23,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2695,10179.43,965.0294,1750.049,3312.604,4970.246
2017-10-24,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2398,19222.73,972.3793,1721.498,3385.256,5938.314
2017-10-25,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2365,11866.04,963.3466,1624.619,3203.087,5433.569
2017-10-26,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2076,19234.25,1027.357,1812.517,3324.792,6216.667
2017-10-27,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1946,7447.798,960.4135,1717.875,3091.967,4909.243
2017-10-30,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3643,42186.66,1152.093,2145.581,4968.545,42049.73
2017-10-31,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,4260,116207.9,1315.754,2596.348,15604.03,34669.85
2017-11-01,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,4493,60123.57,1329.936,2562.448,6205.013,12705.95
2017-11-02,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2730,62043.66,967.7109,1738.645,3452.433,6525.721
2017-11-03,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2243,19845.24,953.0268,1624.219,3025.995,5614.346
2017-11-06,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2612,49145.46,987.9791,1795.654,3468.785,8295.139
2017-11-07,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2993,19202.02,937.5945,1626.766,3000.022,5000.162
2017-11-08,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2551,11810.3,975.4539,1684.335,3003.073,4768.264
2017-11-09,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2572,11266.03,921.9209,1687.541,3110.932,5407.999
2017-11-10,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2010,12252.47,949.3949,1589.983,2969.328,4487.18
2017-11-13,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3377,14426.9,935.3309,1692.819,3404.173,5890.92
2017-11-14,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3008,11648.57,970.3862,1824.932,3733.516,6826.304
2017-11-15,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2423,60414.9,1063.444,1939.156,3894.982,8663.879
2017-11-16,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3618,19308.92,834.0741,1525.626,3468.832,8265.695
2017-11-17,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2152,19215.54,1153.867,2059.702,4473.191,8649.899
2017-11-20,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3186,60051.15,1203.109,2160.948,5562.43,48124.75
2017-11-21,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2651,60014.48,1249.936,2359.357,5560.268,10896.41
2017-11-22,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1758,60003.89,1234.348,2186.698,4619.802,9348.99
2017-11-23,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1441,30367.09,1374.917,2620.713,6003.575,12027.61
2017-11-24,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1609,28429.76,1156.245,2117.316,4731.275,8611.918
2017-11-27,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,4139,30521.26,1464.495,2404.472,4928.563,8917.494
2017-11-28,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,5613,24746.9,1593.566,2554.065,5593.374,10786.32
2017-11-29,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,4658,30342.69,1812.54,3234.34,9106.542,17113.21
2017-11-30,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,4569,17276.85,1468.781,2230.845,4192.621,7876.417
2017-12-01,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,4462,19271.05,1423.662,2095.327,3818.315,6040.771
2017-12-04,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,5327,18350.88,1426.895,2164.769,3888.342,6863.631
2017-12-05,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,8721,19259.12,1296.86,1984.426,3757.494,6497.02
2017-12-06,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,5428,18889.85,1281.401,1984.348,3921.993,6589.067
2017-12-07,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3312,28681.93,1343.906,2013.328,3418.397,5314.181
2017-12-08,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3039,19273.2,1449.944,2149.268,3796.577,5591.532
2017-12-11,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3357,16611.3037,1443.3146281397,2216.65910407666,4176.041775,6621.5988
2017-12-12,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3475,30338.6371,1627.33770494443,2710.30198731417,7736.23678333333,14641.5456
2017-12-13,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2996,22105.4771,1524.78202308227,2308.37768781402,5322.128005,13271.2811
2017-12-14,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2867,23837.4102,1546.90732816898,2397.51177202381,5206.34247333333,9753.6379
2017-12-15,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2159,60006.7773,1395.06800997338,2187.72626380238,4000.84697083333,7195.7007
2017-12-18,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2870,19455.2732,1545.60499018482,2341.87053580995,4345.16269722222,7472.7848
2017-12-19,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2933,20048.7602,1564.27610292203,2413.31787710317,4625.51834,7547.4178
2017-12-20,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2772,19356.3427,1516.03151209776,2313.39601851852,4797.74237407407,7857.0951
2017-12-21,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2526,17233.8611,1547.11701111111,2362.83091588174,4585.629,8423.7325
2017-12-22,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1467,11402.5908,1496.15924880769,2271.08818125,4055.3233,7258.8678
2017-12-25,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,169,4886.9572,1359.348,1828.0579,2562.1831,4530.7218
2017-12-26,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,634,19288.3902,1325.52332,1941.46483333333,3828.1736,5961.7705
2017-12-27,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2199,37470.1942,1417.03068095705,2176.67259148148,4048.3118,6711.0494
2017-12-28,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1676,13896.7942,1567.43448923652,2385.2333287619,4155.765975,7031.0341
2017-12-29,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1355,19253.2656,1709.042984,2588.57864383371,4644.5744,9561.7121
2018-01-01,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,573,10379.9604,1792.9636125,2332.185425,3719.2873,7031.2112
2018-01-02,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3688,19250.0914,1590.53475669372,2405.16020237917,4398.70244166667,6922.1118
2018-01-03,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3622,60001.721,1424.32065338501,2142.73699436508,3986.422812,6859.6287
2018-01-04,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3208,21646.8935,1472.35505874811,2155.92039392964,3729.26603,6545.7554
2018-01-05,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2964,19253.727,1475.27299738654,2134.62823184153,3710.067681875,6066.8607
2018-01-08,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3629,19254.5079,1486.19564978507,2200.18520159781,3989.36073333333,6118.993
2018-01-09,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3549,14474.1855,1407.39982596109,2010.47473237544,3574.86903296296,5377.9903
2018-01-10,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3505,20253.0733,1258.28406410219,1867.18045023504,3185.412674,4953.6397
2018-01-11,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3452,22743.0987,1319.40239822921,1949.36074161918,3356.79848541667,5171.752
2018-01-12,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2722,11228.7121,1282.86858072674,1883.78648267288,3221.00131666667,5324.1842
2018-01-15,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1678,15801.5974,1424.28650132804,2070.63082321429,3653.07905,7513.1787
2018-01-16,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3492,16096.4201,1347.70047081924,2008.43088793887,3615.4825,6222.879
2018-01-17,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3181,11838.9206,1319.47832575973,1985.80868863471,3458.5693,5750.0581
2018-01-18,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3170,16677.9383,1383.26396040427,2042.86216810606,3687.380328125,6407.1196
2018-01-19,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2481,78912.4795,1420.33779709432,2164.9698200641,5129.2896,10264.1855
2018-01-22,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3109,16729.1777,1513.1279052021,2323.89655667532,4824.87784333333,8701.7694
2018-01-23,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2495,26039.7281,1558.16306883224,2435.73320849359,5172.3096,13411.8819
2018-01-24,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2531,24743.9709,1512.51630591877,2452.55079003704,5719.13450833333,11099.2032
2018-01-25,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2481,21870.5227,1441.14635486125,2336.09013188034,4736.45276666667,9278.5498
2018-01-26,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,1944,19252.0504,1461.16108135684,2320.7403797963,5440.80078333333,10006.7249
2018-01-29,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,3085,20326.4276,1542.45379133359,2520.87412207064,5072.93874444444,8416.1155
2018-01-30,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2259,11223.772,1542.16950382684,2264.88932,4246.2262,7243.7866
2018-01-31,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2112,16837.8887,1408.88812222222,2047.83193321429,3340.60593333333,5795.7454
2018-02-01,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2850,21453.6116,1482.6176078836,2135.14088626374,3572.41004375,6179.7049
2018-02-02,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,2685,19262.4595,1375.59481697303,1938.73735365079,3243.40238333333,5411.8923
2018-02-05,CampaignAggregatorService,All,https://api.ucm.bingads.microsoft.com/api/v2/DataTable/BobAccounts,230,7102.2167,1869.3201,2562.9415,4627.4772,5841.207
